kind,digit,output_path,source_path,window_id,cell_index,sequence
direct,1,train/1/meter_20260220_s2_d1__direct_r04.png,train/1/meter_20260220_s2_d1.png,,,1
direct,1,train/1/meter_20260220_s2_d1__direct_r05.png,train/1/meter_20260220_s2_d1.png,,,1
direct,1,train/1/meter_20260224_s2_d1__direct_r00.png,train/1/meter_20260224_s2_d1.png,,,1
direct,1,train/1/meter_20260224_s2_d1__direct_r01.png,train/1/meter_20260224_s2_d1.png,,,1
direct,1,train/1/meter_20260224_s2_d1__direct_r02.png,train/1/meter_20260224_s2_d1.png,,,1
direct,1,train/1/meter_20260224_s2_d1__direct_r03.png,train/1/meter_20260224_s2_d1.png,,,1
direct,1,train/1/meter_20260224_s2_d1__direct_r04.png,train/1/meter_20260224_s2_d1.png,,,1
direct,1,train/1/meter_20260224_s2_d1__direct_r05.png,train/1/meter_20260224_s2_d1.png,,,1
direct,1,train/1/meter_20260227_s2_d1__direct_r00.png,train/1/meter_20260227_s2_d1.png,,,1
direct,1,train/1/meter_20260227_s2_d1__direct_r01.png,train/1/meter_20260227_s2_d1.png,,,1
direct,1,train/1/meter_20260227_s2_d1__direct_r02.png,train/1/meter_20260227_s2_d1.png,,,1
direct,1,train/1/meter_20260227_s2_d1__direct_r03.png,train/1/meter_20260227_s2_d1.png,,,1
direct,1,train/1/meter_20260227_s2_d1__direct_r04.png,train/1/meter_20260227_s2_d1.png,,,1
direct,1,train/1/meter_20260227_s2_d1__direct_r05.png,train/1/meter_20260227_s2_d1.png,,,1
direct,1,train/1/meter_20260303_s2_d1__direct_r00.png,train/1/meter_20260303_s2_d1.png,,,1
direct,1,train/1/meter_20260303_s2_d1__direct_r01.png,train/1/meter_20260303_s2_d1.png,,,1
direct,1,train/1/meter_20260303_s2_d1__direct_r02.png,train/1/meter_20260303_s2_d1.png,,,1
direct,1,train/1/meter_20260303_s2_d1__direct_r03.png,train/1/meter_20260303_s2_d1.png,,,1
direct,1,train/1/meter_20260303_s2_d1__direct_r04.png,train/1/meter_20260303_s2_d1.png,,,1
direct,1,train/1/meter_20260303_s2_d1__direct_r05.png,train/1/meter_20260303_s2_d1.png,,,1
direct,1,train/1/meter_20260307_s2_d1__direct_r00.png,train/1/meter_20260307_s2_d1.png,,,1
direct,1,train/1/meter_20260307_s2_d1__direct_r01.png,train/1/meter_20260307_s2_d1.png,,,1
direct,1,train/1/meter_20260307_s2_d1__direct_r02.png,train/1/meter_20260307_s2_d1.png,,,1
direct,1,train/1/meter_20260307_s2_d1__direct_r03.png,train/1/meter_20260307_s2_d1.png,,,1
direct,1,train/1/meter_20260307_s2_d1__direct_r04.png,train/1/meter_20260307_s2_d1.png,,,1
direct,1,train/1/meter_20260307_s2_d1__direct_r05.png,train/1/meter_20260307_s2_d1.png,,,1
direct,1,train/1/meter_20260310_s2_d1__direct_r00.png,train/1/meter_20260310_s2_d1.png,,,1
direct,1,train/1/meter_20260310_s2_d1__direct_r01.png,train/1/meter_20260310_s2_d1.png,,,1
direct,1,train/1/meter_20260310_s2_d1__direct_r02.png,train/1/meter_20260310_s2_d1.png,,,1
direct,1,train/1/meter_20260310_s2_d1__direct_r03.png,train/1/meter_20260310_s2_d1.png,,,1
direct,1,train/1/meter_20260310_s2_d1__direct_r04.png,train/1/meter_20260310_s2_d1.png,,,1
direct,1,train/1/meter_20260310_s2_d1__direct_r05.png,train/1/meter_20260310_s2_d1.png,,,1
direct,2,train/2/meter_20251009_s0_d2__direct_r00.png,train/2/meter_20251009_s0_d2.png,,,2
direct,2,train/2/meter_20251009_s0_d2__direct_r01.png,train/2/meter_20251009_s0_d2.png,,,2
direct,2,train/2/meter_20251009_s0_d2__direct_r02.png,train/2/meter_20251009_s0_d2.png,,,2
direct,2,train/2/meter_20251009_s0_d2__direct_r03.png,train/2/meter_20251009_s0_d2.png,,,2
direct,2,train/2/meter_20251009_s0_d2__direct_r04.png,train/2/meter_20251009_s0_d2.png,,,2
direct,2,train/2/meter_20251009_s0_d2__direct_r05.png,train/2/meter_20251009_s0_d2.png,,,2
direct,2,train/2/meter_20251009_s1_d2__direct_r00.png,train/2/meter_20251009_s1_d2.png,,,2
direct,2,train/2/meter_20251009_s1_d2__direct_r01.png,train/2/meter_20251009_s1_d2.png,,,2
direct,2,train/2/meter_20251009_s1_d2__direct_r02.png,train/2/meter_20251009_s1_d2.png,,,2
direct,2,train/2/meter_20251009_s1_d2__direct_r03.png,train/2/meter_20251009_s1_d2.png,,,2
direct,2,train/2/meter_20251009_s1_d2__direct_r04.png,train/2/meter_20251009_s1_d2.png,,,2
direct,2,train/2/meter_20251009_s1_d2__direct_r05.png,train/2/meter_20251009_s1_d2.png,,,2
direct,2,train/2/meter_20260130_s0_d2__direct_r00.png,train/2/meter_20260130_s0_d2.png,,,2
direct,2,train/2/meter_20260130_s0_d2__direct_r01.png,train/2/meter_20260130_s0_d2.png,,,2
direct,2,train/2/meter_20260130_s0_d2__direct_r02.png,train/2/meter_20260130_s0_d2.png,,,2
direct,2,train/2/meter_20260130_s0_d2__direct_r03.png,train/2/meter_20260130_s0_d2.png,,,2
direct,2,train/2/meter_20260130_s0_d2__direct_r04.png,train/2/meter_20260130_s0_d2.png,,,2
direct,2,train/2/meter_20260130_s0_d2__direct_r05.png,train/2/meter_20260130_s0_d2.png,,,2
direct,2,train/2/meter_20260202_s0_d2__direct_r00.png,train/2/meter_20260202_s0_d2.png,,,2
direct,2,train/2/meter_20260202_s0_d2__direct_r01.png,train/2/meter_20260202_s0_d2.png,,,2
direct,2,train/2/meter_20260202_s0_d2__direct_r02.png,train/2/meter_20260202_s0_d2.png,,,2
direct,2,train/2/meter_20260202_s0_d2__direct_r03.png,train/2/meter_20260202_s0_d2.png,,,2
direct,2,train/2/meter_20260202_s0_d2__direct_r04.png,train/2/meter_20260202_s0_d2.png,,,2
direct,2,train/2/meter_20260202_s0_d2__direct_r05.png,train/2/meter_20260202_s0_d2.png,,,2
direct,2,train/2/meter_20260210_s0_d2__direct_r00.png,train/2/meter_20260210_s0_d2.png,,,2
direct,2,train/2/meter_20260210_s0_d2__direct_r01.png,train/2/meter_20260210_s0_d2.png,,,2
direct,2,train/2/meter_20260210_s0_d2__direct_r02.png,train/2/meter_20260210_s0_d2.png,,,2
direct,2,train/2/meter_20260210_s0_d2__direct_r03.png,train/2/meter_20260210_s0_d2.png,,,2
direct,2,train/2/meter_20260210_s0_d2__direct_r04.png,train/2/meter_20260210_s0_d2.png,,,2
direct,2,train/2/meter_20260210_s0_d2__direct_r05.png,train/2/meter_20260210_s0_d2.png,,,2
direct,2,train/2/meter_20260214_s0_d2__direct_r00.png,train/2/meter_20260214_s0_d2.png,,,2
direct,2,train/2/meter_20260214_s0_d2__direct_r01.png,train/2/meter_20260214_s0_d2.png,,,2
direct,2,train/2/meter_20260214_s0_d2__direct_r02.png,train/2/meter_20260214_s0_d2.png,,,2
direct,2,train/2/meter_20260214_s0_d2__direct_r03.png,train/2/meter_20260214_s0_d2.png,,,2
direct,2,train/2/meter_20260214_s0_d2__direct_r04.png,train/2/meter_20260214_s0_d2.png,,,2
direct,2,train/2/meter_20260214_s0_d2__direct_r05.png,train/2/meter_20260214_s0_d2.png,,,2
direct,2,train/2/meter_20260216_s0_d2__direct_r00.png,train/2/meter_20260216_s0_d2.png,,,2
direct,2,train/2/meter_20260216_s0_d2__direct_r01.png,train/2/meter_20260216_s0_d2.png,,,2
direct,2,train/2/meter_20260216_s0_d2__direct_r02.png,train/2/meter_20260216_s0_d2.png,,,2
direct,2,train/2/meter_20260216_s0_d2__direct_r03.png,train/2/meter_20260216_s0_d2.png,,,2
direct,2,train/2/meter_20260216_s0_d2__direct_r04.png,train/2/meter_20260216_s0_d2.png,,,2
direct,2,train/2/meter_20260216_s0_d2__direct_r05.png,train/2/meter_20260216_s0_d2.png,,,2
direct,2,train/2/meter_20260216_s3_d2__direct_r00.png,train/2/meter_20260216_s3_d2.png,,,2
direct,2,train/2/meter_20260216_s3_d2__direct_r01.png,train/2/meter_20260216_s3_d2.png,,,2
direct,2,train/2/meter_20260216_s3_d2__direct_r02.png,train/2/meter_20260216_s3_d2.png,,,2
direct,2,train/2/meter_20260216_s3_d2__direct_r03.png,train/2/meter_20260216_s3_d2.png,,,2
direct,2,train/2/meter_20260216_s3_d2__direct_r04.png,train/2/meter_20260216_s3_d2.png,,,2
direct,2,train/2/meter_20260216_s3_d2__direct_r05.png,train/2/meter_20260216_s3_d2.png,,,2
direct,2,train/2/meter_20260220_s0_d2__direct_r00.png,train/2/meter_20260220_s0_d2.png,,,2
direct,2,train/2/meter_20260220_s0_d2__direct_r01.png,train/2/meter_20260220_s0_d2.png,,,2
direct,2,train/2/meter_20260220_s0_d2__direct_r02.png,train/2/meter_20260220_s0_d2.png,,,2
direct,2,train/2/meter_20260220_s0_d2__direct_r03.png,train/2/meter_20260220_s0_d2.png,,,2
direct,2,train/2/meter_20260220_s0_d2__direct_r04.png,train/2/meter_20260220_s0_d2.png,,,2
direct,2,train/2/meter_20260220_s0_d2__direct_r05.png,train/2/meter_20260220_s0_d2.png,,,2
direct,2,train/2/meter_20260224_s0_d2__direct_r00.png,train/2/meter_20260224_s0_d2.png,,,2
direct,2,train/2/meter_20260224_s0_d2__direct_r01.png,train/2/meter_20260224_s0_d2.png,,,2
direct,2,train/2/meter_20260224_s0_d2__direct_r02.png,train/2/meter_20260224_s0_d2.png,,,2
direct,2,train/2/meter_20260224_s0_d2__direct_r03.png,train/2/meter_20260224_s0_d2.png,,,2
direct,2,train/2/meter_20260224_s0_d2__direct_r04.png,train/2/meter_20260224_s0_d2.png,,,2
direct,2,train/2/meter_20260224_s0_d2__direct_r05.png,train/2/meter_20260224_s0_d2.png,,,2
direct,2,train/2/meter_20260227_s0_d2__direct_r00.png,train/2/meter_20260227_s0_d2.png,,,2
direct,2,train/2/meter_20260227_s0_d2__direct_r01.png,train/2/meter_20260227_s0_d2.png,,,2
direct,2,train/2/meter_20260227_s0_d2__direct_r02.png,train/2/meter_20260227_s0_d2.png,,,2
direct,2,train/2/meter_20260227_s0_d2__direct_r03.png,train/2/meter_20260227_s0_d2.png,,,2
direct,2,train/2/meter_20260227_s0_d2__direct_r04.png,train/2/meter_20260227_s0_d2.png,,,2
direct,2,train/2/meter_20260227_s0_d2__direct_r05.png,train/2/meter_20260227_s0_d2.png,,,2
direct,2,train/2/meter_20260303_s0_d2__direct_r00.png,train/2/meter_20260303_s0_d2.png,,,2
direct,2,train/2/meter_20260303_s0_d2__direct_r01.png,train/2/meter_20260303_s0_d2.png,,,2
direct,2,train/2/meter_20260303_s0_d2__direct_r02.png,train/2/meter_20260303_s0_d2.png,,,2
direct,2,train/2/meter_20260303_s0_d2__direct_r03.png,train/2/meter_20260303_s0_d2.png,,,2
direct,2,train/2/meter_20260303_s0_d2__direct_r04.png,train/2/meter_20260303_s0_d2.png,,,2
direct,2,train/2/meter_20260303_s0_d2__direct_r05.png,train/2/meter_20260303_s0_d2.png,,,2
direct,2,train/2/meter_20260307_s0_d2__direct_r00.png,train/2/meter_20260307_s0_d2.png,,,2
direct,2,train/2/meter_20260307_s0_d2__direct_r01.png,train/2/meter_20260307_s0_d2.png,,,2
direct,2,train/2/meter_20260307_s0_d2__direct_r02.png,train/2/meter_20260307_s0_d2.png,,,2
direct,2,train/2/meter_20260307_s0_d2__direct_r03.png,train/2/meter_20260307_s0_d2.png,,,2
direct,2,train/2/meter_20260307_s0_d2__direct_r04.png,train/2/meter_20260307_s0_d2.png,,,2
direct,2,train/2/meter_20260307_s0_d2__direct_r05.png,train/2/meter_20260307_s0_d2.png,,,2
direct,2,train/2/meter_20260310_s0_d2__direct_r00.png,train/2/meter_20260310_s0_d2.png,,,2
direct,2,train/2/meter_20260310_s0_d2__direct_r01.png,train/2/meter_20260310_s0_d2.png,,,2
direct,2,train/2/meter_20260310_s0_d2__direct_r02.png,train/2/meter_20260310_s0_d2.png,,,2
direct,2,train/2/meter_20260310_s0_d2__direct_r03.png,train/2/meter_20260310_s0_d2.png,,,2
direct,2,train/2/meter_20260310_s0_d2__direct_r04.png,train/2/meter_20260310_s0_d2.png,,,2
direct,2,train/2/meter_20260310_s0_d2__direct_r05.png,train/2/meter_20260310_s0_d2.png,,,2
direct,2,train/2/meter_20260401_s0_d2__direct_r00.png,train/2/meter_20260401_s0_d2.png,,,2
direct,2,train/2/meter_20260401_s0_d2__direct_r01.png,train/2/meter_20260401_s0_d2.png,,,2
direct,2,train/2/meter_20260401_s0_d2__direct_r02.png,train/2/meter_20260401_s0_d2.png,,,2
direct,2,train/2/meter_20260401_s0_d2__direct_r03.png,train/2/meter_20260401_s0_d2.png,,,2
direct,2,train/2/meter_20260401_s0_d2__direct_r04.png,train/2/meter_20260401_s0_d2.png,,,2
direct,2,train/2/meter_20260401_s0_d2__direct_r05.png,train/2/meter_20260401_s0_d2.png,,,2
direct,2,train/2/meter_20260401_s2_d2__direct_r00.png,train/2/meter_20260401_s2_d2.png,,,2
direct,2,train/2/meter_20260401_s2_d2__direct_r01.png,train/2/meter_20260401_s2_d2.png,,,2
direct,2,train/2/meter_20260401_s2_d2__direct_r02.png,train/2/meter_20260401_s2_d2.png,,,2
direct,2,train/2/meter_20260401_s2_d2__direct_r03.png,train/2/meter_20260401_s2_d2.png,,,2
direct,2,train/2/meter_20260401_s2_d2__direct_r04.png,train/2/meter_20260401_s2_d2.png,,,2
direct,2,train/2/meter_20260401_s2_d2__direct_r05.png,train/2/meter_20260401_s2_d2.png,,,2
direct,2,train/2/meter_20260401_s3_d2__direct_r00.png,train/2/meter_20260401_s3_d2.png,,,2
direct,2,train/2/meter_20260401_s3_d2__direct_r01.png,train/2/meter_20260401_s3_d2.png,,,2
direct,2,train/2/meter_20260401_s3_d2__direct_r02.png,train/2/meter_20260401_s3_d2.png,,,2
direct,2,train/2/meter_20260401_s3_d2__direct_r03.png,train/2/meter_20260401_s3_d2.png,,,2
direct,2,train/2/meter_20260401_s3_d2__direct_r04.png,train/2/meter_20260401_s3_d2.png,,,2
direct,2,train/2/meter_20260401_s3_d2__direct_r05.png,train/2/meter_20260401_s3_d2.png,,,2
direct,2,train/2/meter_20260409_s0_d2__direct_r00.png,train/2/meter_20260409_s0_d2.png,,,2
direct,2,train/2/meter_20260409_s0_d2__direct_r01.png,train/2/meter_20260409_s0_d2.png,,,2
direct,2,train/2/meter_20260409_s0_d2__direct_r02.png,train/2/meter_20260409_s0_d2.png,,,2
direct,2,train/2/meter_20260409_s0_d2__direct_r03.png,train/2/meter_20260409_s0_d2.png,,,2
direct,2,train/2/meter_20260409_s0_d2__direct_r04.png,train/2/meter_20260409_s0_d2.png,,,2
direct,2,train/2/meter_20260409_s0_d2__direct_r05.png,train/2/meter_20260409_s0_d2.png,,,2
direct,2,train/2/meter_20260409_s2_d2__direct_r00.png,train/2/meter_20260409_s2_d2.png,,,2
direct,2,train/2/meter_20260409_s2_d2__direct_r01.png,train/2/meter_20260409_s2_d2.png,,,2
direct,2,train/2/meter_20260409_s2_d2__direct_r02.png,train/2/meter_20260409_s2_d2.png,,,2
direct,2,train/2/meter_20260409_s2_d2__direct_r03.png,train/2/meter_20260409_s2_d2.png,,,2
direct,2,train/2/meter_20260409_s2_d2__direct_r04.png,train/2/meter_20260409_s2_d2.png,,,2
direct,2,train/2/meter_20260409_s2_d2__direct_r05.png,train/2/meter_20260409_s2_d2.png,,,2
direct,2,train/2/meter_20260413_s0_d2__direct_r00.png,train/2/meter_20260413_s0_d2.png,,,2
direct,2,train/2/meter_20260413_s0_d2__direct_r01.png,train/2/meter_20260413_s0_d2.png,,,2
direct,2,train/2/meter_20260413_s0_d2__direct_r02.png,train/2/meter_20260413_s0_d2.png,,,2
direct,2,train/2/meter_20260413_s0_d2__direct_r03.png,train/2/meter_20260413_s0_d2.png,,,2
direct,2,train/2/meter_20260413_s0_d2__direct_r04.png,train/2/meter_20260413_s0_d2.png,,,2
direct,2,train/2/meter_20260413_s0_d2__direct_r05.png,train/2/meter_20260413_s0_d2.png,,,2
direct,2,train/2/meter_20260413_s2_d2__direct_r00.png,train/2/meter_20260413_s2_d2.png,,,2
direct,2,train/2/meter_20260413_s2_d2__direct_r01.png,train/2/meter_20260413_s2_d2.png,,,2
direct,2,train/2/meter_20260413_s2_d2__direct_r02.png,train/2/meter_20260413_s2_d2.png,,,2
direct,2,train/2/meter_20260413_s2_d2__direct_r03.png,train/2/meter_20260413_s2_d2.png,,,2
direct,2,train/2/meter_20260413_s2_d2__direct_r04.png,train/2/meter_20260413_s2_d2.png,,,2
direct,2,train/2/meter_20260413_s2_d2__direct_r05.png,train/2/meter_20260413_s2_d2.png,,,2
direct,2,train/2/meter_20260416_s0_d2__direct_r00.png,train/2/meter_20260416_s0_d2.png,,,2
direct,2,train/2/meter_20260416_s0_d2__direct_r01.png,train/2/meter_20260416_s0_d2.png,,,2
direct,2,train/2/meter_20260416_s0_d2__direct_r02.png,train/2/meter_20260416_s0_d2.png,,,2
direct,2,train/2/meter_20260416_s0_d2__direct_r03.png,train/2/meter_20260416_s0_d2.png,,,2
direct,2,train/2/meter_20260416_s0_d2__direct_r04.png,train/2/meter_20260416_s0_d2.png,,,2
direct,2,train/2/meter_20260416_s0_d2__direct_r05.png,train/2/meter_20260416_s0_d2.png,,,2
direct,2,train/2/meter_20260416_s2_d2__direct_r00.png,train/2/meter_20260416_s2_d2.png,,,2
direct,2,train/2/meter_20260416_s2_d2__direct_r01.png,train/2/meter_20260416_s2_d2.png,,,2
direct,2,train/2/meter_20260416_s2_d2__direct_r02.png,train/2/meter_20260416_s2_d2.png,,,2
direct,2,train/2/meter_20260416_s2_d2__direct_r03.png,train/2/meter_20260416_s2_d2.png,,,2
direct,2,train/2/meter_20260416_s2_d2__direct_r04.png,train/2/meter_20260416_s2_d2.png,,,2
direct,2,train/2/meter_20260416_s2_d2__direct_r05.png,train/2/meter_20260416_s2_d2.png,,,2
direct,2,train/2/meter_20260420_s0_d2__direct_r00.png,train/2/meter_20260420_s0_d2.png,,,2
direct,2,train/2/meter_20260420_s0_d2__direct_r01.png,train/2/meter_20260420_s0_d2.png,,,2
direct,2,train/2/meter_20260420_s0_d2__direct_r02.png,train/2/meter_20260420_s0_d2.png,,,2
direct,2,train/2/meter_20260420_s0_d2__direct_r03.png,train/2/meter_20260420_s0_d2.png,,,2
direct,2,train/2/meter_20260420_s0_d2__direct_r04.png,train/2/meter_20260420_s0_d2.png,,,2
direct,2,train/2/meter_20260420_s0_d2__direct_r05.png,train/2/meter_20260420_s0_d2.png,,,2
direct,2,train/2/meter_20260420_s2_d2__direct_r00.png,train/2/meter_20260420_s2_d2.png,,,2
direct,2,train/2/meter_20260420_s2_d2__direct_r01.png,train/2/meter_20260420_s2_d2.png,,,2
direct,2,train/2/meter_20260420_s2_d2__direct_r02.png,train/2/meter_20260420_s2_d2.png,,,2
direct,2,train/2/meter_20260420_s2_d2__direct_r03.png,train/2/meter_20260420_s2_d2.png,,,2
direct,2,train/2/meter_20260420_s2_d2__direct_r04.png,train/2/meter_20260420_s2_d2.png,,,2
direct,2,train/2/meter_20260420_s2_d2__direct_r05.png,train/2/meter_20260420_s2_d2.png,,,2
direct,2,train/2/meter_20260423_s0_d2__direct_r00.png,train/2/meter_20260423_s0_d2.png,,,2
direct,2,train/2/meter_20260423_s0_d2__direct_r01.png,train/2/meter_20260423_s0_d2.png,,,2
direct,2,train/2/meter_20260423_s0_d2__direct_r02.png,train/2/meter_20260423_s0_d2.png,,,2
direct,2,train/2/meter_20260423_s0_d2__direct_r03.png,train/2/meter_20260423_s0_d2.png,,,2
direct,2,train/2/meter_20260423_s0_d2__direct_r04.png,train/2/meter_20260423_s0_d2.png,,,2
direct,2,train/2/meter_20260423_s0_d2__direct_r05.png,train/2/meter_20260423_s0_d2.png,,,2
direct,2,train/2/meter_20260423_s2_d2__direct_r00.png,train/2/meter_20260423_s2_d2.png,,,2
direct,2,train/2/meter_20260423_s2_d2__direct_r01.png,train/2/meter_20260423_s2_d2.png,,,2
direct,2,train/2/meter_20260423_s2_d2__direct_r02.png,train/2/meter_20260423_s2_d2.png,,,2
direct,2,train/2/meter_20260423_s2_d2__direct_r03.png,train/2/meter_20260423_s2_d2.png,,,2
direct,2,train/2/meter_20260423_s2_d2__direct_r04.png,train/2/meter_20260423_s2_d2.png,,,2
direct,2,train/2/meter_20260423_s2_d2__direct_r05.png,train/2/meter_20260423_s2_d2.png,,,2
direct,2,train/2/meter_20260427_s0_d2__direct_r00.png,train/2/meter_20260427_s0_d2.png,,,2
direct,2,train/2/meter_20260427_s0_d2__direct_r01.png,train/2/meter_20260427_s0_d2.png,,,2
direct,2,train/2/meter_20260427_s0_d2__direct_r02.png,train/2/meter_20260427_s0_d2.png,,,2
direct,2,train/2/meter_20260427_s0_d2__direct_r03.png,train/2/meter_20260427_s0_d2.png,,,2
direct,2,train/2/meter_20260427_s0_d2__direct_r04.png,train/2/meter_20260427_s0_d2.png,,,2
